names,length,no_res_TM_Phob,no_hel_Phob,type,mode,T,chromosome,coorStart,coorEnd
smorf142981,36,0,0,sORFs,scrambled,0.2963,11,259765,259875
smorf142982,39,0,0,sORFs,scrambled,0.3932,11,259915,260034
smorf142984,27,0,0,sORFs,scrambled,0.3704,11,261583,261666
smorf14300,35,0,0,sORFs,scrambled,0.3524,2,650216,650323
smorf143008,65,0,0,sORFs,scrambled,0.3026,11,271315,271512
smorf143036,27,0,0,sORFs,scrambled,0.2963,11,284365,284448
smorf143065,31,0,0,sORFs,scrambled,0.4194,11,290836,290931
smorf143066,41,0,0,sORFs,scrambled,0.2683,11,290956,291081
smorf143081,37,0,0,sORFs,scrambled,0.3333,11,295897,296010
smorf143099,30,0,0,sORFs,scrambled,0.3667,11,301747,301839
smorf143108,49,0,0,sORFs,scrambled,0.2925,11,303055,303204
smorf143112,37,19,1,sORFs,scrambled,0.3694,11,303772,303885
smorf143113,33,0,0,sORFs,scrambled,0.3131,11,303886,303987
smorf143124,60,0,0,sORFs,scrambled,0.2778,11,306364,306546
smorf143137,32,0,0,sORFs,scrambled,0.3542,11,309496,309594
smorf143162,49,0,0,sORFs,scrambled,0.3537,11,314128,314277
smorf143168,46,0,0,sORFs,scrambled,0.2971,11,315454,315594
smorf14317,45,0,0,sORFs,scrambled,0.3111,2,645329,645466
smorf14318,27,0,0,sORFs,scrambled,0.321,2,645041,645124
smorf143184,60,0,0,sORFs,scrambled,0.2222,11,322234,322416
smorf143186,33,0,0,sORFs,scrambled,0.3636,11,322696,322797
smorf143205,29,0,0,sORFs,scrambled,0.4023,11,325846,325935
smorf14321,65,0,0,sORFs,scrambled,0.2769,2,644627,644824
smorf143213,34,0,0,sORFs,scrambled,0.3235,11,327091,327195
smorf143221,49,17,1,sORFs,scrambled,0.4014,11,329086,329235
smorf143249,30,0,0,sORFs,scrambled,0.2889,11,334801,334893
smorf143264,40,0,0,sORFs,scrambled,0.2917,11,338590,338712
smorf143265,51,0,0,sORFs,scrambled,0.3464,11,338788,338943
smorf143285,46,19,1,sORFs,scrambled,0.3913,11,346684,346824
smorf14329,26,0,0,sORFs,scrambled,0.2821,2,643376,643456
smorf143312,44,0,0,sORFs,scrambled,0.3636,11,352273,352407
smorf143315,30,0,0,sORFs,scrambled,0.3778,11,354901,354993
smorf143339,70,0,0,sORFs,scrambled,0.3714,11,361735,361947
smorf14334,26,19,1,sORFs,scrambled,0.4103,2,636527,636607
smorf143359,32,0,0,sORFs,scrambled,0.3333,11,364654,364752
smorf143361,30,0,0,sORFs,scrambled,0.2778,11,368770,368862
smorf143427,27,0,0,sORFs,scrambled,0.3086,11,379105,379188
smorf143429,81,0,0,sORFs,scrambled,0.3251,11,379510,379755
smorf143441,31,0,0,sORFs,scrambled,0.1935,11,384508,384603
smorf143459,44,0,0,sORFs,scrambled,0.2197,11,386962,387096
smorf143461,31,0,0,sORFs,scrambled,0.3548,11,389614,389709
smorf143527,33,0,0,sORFs,scrambled,0.3232,11,406987,407088
smorf143545,60,0,0,sORFs,scrambled,0.4056,11,416749,416931
smorf143578,31,0,0,sORFs,scrambled,0.1828,11,428227,428322
smorf143580,39,0,0,sORFs,scrambled,0.4017,11,428650,428769
smorf143586,66,0,0,sORFs,scrambled,0.2727,11,431239,431439
smorf143598,31,17,1,sORFs,scrambled,0.4624,11,436615,436710
smorf14360,59,0,0,sORFs,scrambled,0.2938,2,628655,628834
smorf143607,32,0,0,sORFs,scrambled,0.3646,11,439351,439449
smorf14361,26,0,0,sORFs,scrambled,0.2821,2,628391,628471
smorf143612,29,0,0,sORFs,scrambled,0.2874,11,440110,440199
smorf143645,40,0,0,sORFs,scrambled,0.3417,11,447949,448071
smorf143670,47,0,0,sORFs,scrambled,0.4043,11,456745,456888
smorf143675,41,0,0,sORFs,scrambled,0.3171,11,458476,458601
smorf143698,37,0,0,sORFs,scrambled,0.2432,11,462691,462804
smorf143699,41,0,0,sORFs,scrambled,0.2358,11,463150,463275
smorf143723,37,0,0,sORFs,scrambled,0.3063,11,468751,468864
smorf143724,30,0,0,sORFs,scrambled,0.2889,11,468961,469053
smorf143737,36,0,0,sORFs,scrambled,0.3519,11,472888,472998
smorf143747,27,0,0,sORFs,scrambled,0.284,11,475825,475908
smorf143779,51,0,0,sORFs,scrambled,0.3399,11,487186,487341
smorf14378,48,17,1,sORFs,scrambled,0.375,2,622556,622702
smorf14379,26,0,0,sORFs,scrambled,0.3846,2,622466,622546
smorf143794,27,20,1,sORFs,scrambled,0.5062,11,489403,489486
smorf143833,34,0,0,sORFs,scrambled,0.4216,11,499474,499578
smorf143873,28,0,0,sORFs,scrambled,0.381,11,508261,508347
smorf143882,28,0,0,sORFs,scrambled,0.3333,11,510193,510279
smorf143896,55,19,1,sORFs,scrambled,0.3394,11,513460,513627
smorf143899,53,18,1,sORFs,scrambled,0.4151,11,516607,516768
smorf143907,34,0,0,sORFs,scrambled,0.4706,11,520330,520434
smorf143908,31,0,0,sORFs,scrambled,0.3011,11,520531,520626
smorf143927,44,21,1,sORFs,scrambled,0.4242,11,526855,526989
smorf143928,44,0,0,sORFs,scrambled,0.1667,11,527050,527184
smorf143929,27,0,0,sORFs,scrambled,0.3827,11,527212,527295
smorf143954,87,0,0,sORFs,scrambled,0.2107,11,533260,533523
smorf143962,29,0,0,sORFs,scrambled,0.2414,11,534997,535086
smorf144052,32,0,0,sORFs,scrambled,0.3021,11,567079,567177
smorf144053,27,0,0,sORFs,scrambled,0.1852,11,567376,567459
smorf144060,57,18,1,sORFs,scrambled,0.3918,11,570442,570615
smorf144072,32,0,0,sORFs,scrambled,0.3438,11,573037,573135
smorf144083,28,0,0,sORFs,scrambled,0.3571,11,574387,574473
smorf144084,28,0,0,sORFs,scrambled,0.2619,11,574504,574590
smorf144089,29,0,0,sORFs,scrambled,0.3218,11,578284,578373
smorf144093,78,18,1,sORFs,scrambled,0.3162,11,579445,579681
smorf144101,39,0,0,sORFs,scrambled,0.2564,11,580627,580746
smorf144102,48,0,0,sORFs,scrambled,0.3958,11,581017,581163
smorf144130,52,0,0,sORFs,scrambled,0.3526,11,588928,589086
smorf144132,53,0,0,sORFs,scrambled,0.2642,11,589300,589461
smorf144148,26,0,0,sORFs,scrambled,0.2949,11,592216,592296
smorf144188,32,0,0,sORFs,scrambled,0.4167,11,595987,596085
smorf14419,43,0,0,sORFs,scrambled,0.3333,2,614687,614818
smorf144216,43,0,0,sORFs,scrambled,0.3023,11,602776,602907
smorf144254,49,18,1,sORFs,scrambled,0.483,11,612082,612231
smorf144259,42,0,0,sORFs,scrambled,0.2222,11,613798,613926
smorf144262,43,0,0,sORFs,scrambled,0.2248,11,614734,614865
smorf144263,30,0,0,sORFs,scrambled,0.5111,11,615175,615267
smorf144274,40,0,0,sORFs,scrambled,0.3917,11,617596,617718
smorf144275,32,0,0,sORFs,scrambled,0.2708,11,618115,618213
smorf144277,47,0,0,sORFs,scrambled,0.2128,11,618535,618678
smorf144279,45,0,0,sORFs,scrambled,0.2963,11,618757,618894
smorf144280,77,0,0,sORFs,scrambled,0.2987,11,619150,619383
smorf144283,37,0,0,sORFs,scrambled,0.2613,11,625321,625434
smorf144306,28,0,0,sORFs,scrambled,0.25,11,634825,634911
smorf144308,55,0,0,sORFs,scrambled,0.3333,11,635167,635334
smorf144316,77,0,0,sORFs,scrambled,0.3853,11,638320,638553
smorf144332,31,0,0,sORFs,scrambled,0.3226,11,643588,643683
smorf144333,37,0,0,sORFs,scrambled,0.3243,11,643909,644022
smorf144334,31,0,0,sORFs,scrambled,0.2688,11,644248,644343
smorf144336,34,0,0,sORFs,scrambled,0.2941,11,644836,644940
smorf144337,30,22,1,sORFs,scrambled,0.4556,11,645463,645555
smorf144341,57,0,0,sORFs,scrambled,0.4035,11,649567,649740
smorf144345,39,0,0,sORFs,scrambled,0.2821,11,650107,650226
smorf144366,53,0,0,sORFs,scrambled,0.3774,11,657757,657918
smorf144367,63,0,0,sORFs,scrambled,0.3439,11,657937,658128
smorf144374,29,0,0,sORFs,scrambled,0.3448,11,660556,660645
smorf144387,54,0,0,sORFs,scrambled,0.2963,11,663913,664077
smorf144388,56,0,0,sORFs,scrambled,0.2798,11,664174,664344
smorf144389,28,0,0,sORFs,scrambled,0.369,11,664798,664884
smorf144393,36,0,0,sORFs,scrambled,0.3148,11,665269,665379
smorf144399,26,0,0,sORFs,scrambled,0.2821,11,665836,665916
smorf1444,39,20,1,sORFs,scrambled,0.4103,1,180290,180409
smorf144403,33,18,1,sORFs,scrambled,0.2727,11,666130,666231
smorf144413,47,0,0,sORFs,scrambled,0.1844,11,3317,3460
smorf144430,35,0,0,sORFs,scrambled,0.3333,11,7916,8023
smorf144432,32,0,0,sORFs,scrambled,0.1875,11,8318,8416
smorf144433,34,0,0,sORFs,scrambled,0.2451,11,8525,8629
smorf144446,31,0,0,sORFs,scrambled,0.3548,11,11669,11764
smorf144448,27,0,0,sORFs,scrambled,0.3333,11,13205,13288
smorf144451,29,0,0,sORFs,scrambled,0.2874,11,13547,13636
smorf144468,40,0,0,sORFs,scrambled,0.3333,11,16970,17092
smorf144474,31,0,0,sORFs,scrambled,0.2796,11,18677,18772
smorf144475,47,0,0,sORFs,scrambled,0.3262,11,18848,18991
smorf144479,83,41,2,sORFs,scrambled,0.4337,11,19574,19825
smorf144480,59,0,0,sORFs,scrambled,0.2881,11,19844,20023
smorf144481,27,0,0,sORFs,scrambled,0.2346,11,20279,20362
smorf144485,30,0,0,sORFs,scrambled,0.2222,11,20924,21016
smorf144486,26,0,0,sORFs,scrambled,0.359,11,21089,21169
smorf144489,42,0,0,sORFs,scrambled,0.3254,11,21503,21631
smorf144509,41,0,0,sORFs,scrambled,0.2846,11,24548,24673
smorf144510,26,0,0,sORFs,scrambled,0.2692,11,24701,24781
smorf14452,88,0,0,sORFs,scrambled,0.322,2,605297,605563
smorf144541,37,0,0,sORFs,scrambled,0.3784,11,30599,30712
smorf144542,35,0,0,sORFs,scrambled,0.2571,11,30818,30925
smorf144547,69,0,0,sORFs,scrambled,0.3913,11,31682,31891
smorf144548,38,0,0,sORFs,scrambled,0.3158,11,31943,32059
smorf14455,27,0,0,sORFs,scrambled,0.3086,2,604547,604630
smorf144557,34,0,0,sORFs,scrambled,0.4118,11,36524,36628
smorf14457,28,0,0,sORFs,scrambled,0.2619,2,604205,604291
smorf1446,36,0,0,sORFs,scrambled,0.3519,1,180719,180829
smorf144643,45,19,1,sORFs,scrambled,0.3926,11,63347,63484
smorf144659,92,0,0,sORFs,scrambled,0.2572,11,67841,68119
smorf144680,34,0,0,sORFs,scrambled,0.3039,11,74216,74320
smorf144713,36,18,1,sORFs,scrambled,0.4259,11,79799,79909
smorf144716,35,0,0,sORFs,scrambled,0.3429,11,80744,80851
smorf144728,82,0,0,sORFs,scrambled,0.2764,11,83669,83917
smorf144729,42,0,0,sORFs,scrambled,0.3492,11,83954,84082
smorf144746,79,0,0,sORFs,scrambled,0.3122,11,88880,89119
smorf144762,27,0,0,sORFs,scrambled,0.3086,11,91601,91684
smorf144763,42,0,0,sORFs,scrambled,0.2857,11,91700,91828
smorf144769,37,0,0,sORFs,scrambled,0.3243,11,93620,93733
smorf144770,51,0,0,sORFs,scrambled,0.3399,11,94076,94231
smorf144784,42,0,0,sORFs,scrambled,0.3016,11,99659,99787
smorf144799,30,0,0,sORFs,scrambled,0.2667,11,112664,112756
smorf1448,30,0,0,sORFs,scrambled,0.4,1,180986,181078
smorf144802,51,0,0,sORFs,scrambled,0.3464,11,113204,113359
smorf144811,27,0,0,sORFs,scrambled,0.2593,11,115331,115414
smorf144822,47,0,0,sORFs,scrambled,0.3475,11,118586,118729
smorf144850,39,0,0,sORFs,scrambled,0.2564,11,127211,127330
smorf144869,35,0,0,sORFs,scrambled,0.4095,11,130277,130384
smorf144873,70,19,1,sORFs,scrambled,0.3905,11,131177,131389
smorf144914,26,0,0,sORFs,scrambled,0.3718,11,140717,140797
smorf144919,49,0,0,sORFs,scrambled,0.3129,11,141380,141529
smorf144926,39,17,1,sORFs,scrambled,0.3504,11,142901,143020
smorf144928,32,0,0,sORFs,scrambled,0.3542,11,143708,143806
smorf14494,26,0,0,sORFs,scrambled,0.3718,2,595571,595651
smorf144940,55,0,0,sORFs,scrambled,0.3333,11,146591,146758
smorf144957,31,0,0,sORFs,scrambled,0.3011,11,150656,150751
smorf144965,36,0,0,sORFs,scrambled,0.3611,11,152393,152503
smorf144978,33,0,0,sORFs,scrambled,0.2929,11,154859,154960
smorf14498,38,0,0,sORFs,scrambled,0.2368,2,592892,593008
smorf145008,46,0,0,sORFs,scrambled,0.3043,11,162788,162928
smorf145011,36,0,0,sORFs,scrambled,0.3519,11,163190,163300
smorf145020,35,0,0,sORFs,scrambled,0.2667,11,166250,166357
smorf145039,33,0,0,sORFs,scrambled,0.3232,11,169175,169276
smorf145047,64,0,0,sORFs,scrambled,0.2969,11,173984,174178
smorf145048,71,18,1,sORFs,scrambled,0.3146,11,175649,175864
smorf145057,47,0,0,sORFs,scrambled,0.2908,11,178289,178432
smorf145078,67,0,0,sORFs,scrambled,0.3582,11,185231,185434
smorf14509,28,0,0,sORFs,scrambled,0.2381,2,589190,589276
smorf1451,63,0,0,sORFs,scrambled,0.2963,1,181712,181903
smorf145112,33,0,0,sORFs,scrambled,0.303,11,193487,193588
smorf145137,33,0,0,sORFs,scrambled,0.3232,11,200369,200470
smorf145146,30,0,0,sORFs,scrambled,0.3,11,202889,202981
smorf145147,27,0,0,sORFs,scrambled,0.284,11,203063,203146
smorf145200,27,0,0,sORFs,scrambled,0.2469,11,216524,216607
smorf145201,58,0,0,sORFs,scrambled,0.2356,11,216635,216811
smorf145231,72,0,0,sORFs,scrambled,0.338,11,224285,224503
smorf145235,56,19,1,sORFs,scrambled,0.375,11,225422,225592
smorf145243,82,38,2,sORFs,scrambled,0.3821,11,229406,229654
smorf145262,30,0,0,sORFs,scrambled,0.2667,11,233615,233707
smorf145285,54,22,1,sORFs,scrambled,0.4012,11,238811,238975
smorf14530,30,0,0,sORFs,scrambled,0.4333,2,586433,586525
smorf145317,36,0,0,sORFs,scrambled,0.2593,11,245342,245452
smorf145325,79,45,2,sORFs,scrambled,0.4557,11,247196,247435
smorf145326,29,0,0,sORFs,scrambled,0.4253,11,247436,247525
smorf145339,27,0,0,sORFs,scrambled,0.321,11,255056,255139
smorf145345,30,0,0,sORFs,scrambled,0.2667,11,256319,256411
smorf145375,37,0,0,sORFs,scrambled,0.3423,11,261578,261691
smorf145378,43,0,0,sORFs,scrambled,0.3488,11,262790,262921
smorf145411,31,0,0,sORFs,scrambled,0.3226,11,270497,270592
smorf145415,43,0,0,sORFs,scrambled,0.2248,11,271187,271318
smorf145444,27,0,0,sORFs,scrambled,0.5432,11,276677,276760
smorf145479,28,0,0,sORFs,scrambled,0.369,11,288308,288394
smorf145543,40,0,0,sORFs,scrambled,0.3167,11,301817,301939
smorf145560,28,0,0,sORFs,scrambled,0.4048,11,307985,308071
smorf145564,33,0,0,sORFs,scrambled,0.2626,11,308498,308599
smorf145567,33,0,0,sORFs,scrambled,0.3232,11,309398,309499
smorf145575,32,0,0,sORFs,scrambled,0.3229,11,313169,313267
smorf145576,28,20,1,sORFs,scrambled,0.5119,11,313382,313468
smorf145580,40,0,0,sORFs,scrambled,0.3667,11,313994,314116
smorf145586,39,17,1,sORFs,scrambled,0.4103,11,315857,315976
smorf145589,48,0,0,sORFs,scrambled,0.2708,11,316640,316786
smorf145591,29,0,0,sORFs,scrambled,0.2414,11,317075,317164
smorf145592,62,20,1,sORFs,scrambled,0.4301,11,320465,320653
smorf145594,33,19,1,sORFs,scrambled,0.3535,11,321176,321277
smorf145599,38,21,1,sORFs,scrambled,0.3772,11,324809,324925
smorf145608,31,0,0,sORFs,scrambled,0.3118,11,327575,327670
smorf145646,27,0,0,sORFs,scrambled,0.2593,11,336038,336121
smorf145652,44,0,0,sORFs,scrambled,0.0985,11,340283,340417
smorf145653,37,0,0,sORFs,scrambled,0.2523,11,340529,340642
smorf145660,36,0,0,sORFs,scrambled,0.4352,11,342182,342292
smorf145662,29,0,0,sORFs,scrambled,0.2184,11,342410,342499
smorf145675,29,21,1,sORFs,scrambled,0.4483,11,346502,346591
smorf145711,71,0,0,sORFs,scrambled,0.2441,11,355103,355318
smorf145714,45,0,0,sORFs,scrambled,0.4,11,355706,355843
smorf145728,27,0,0,sORFs,scrambled,0.284,11,359552,359635
smorf145729,28,0,0,sORFs,scrambled,0.3929,11,360602,360688
smorf145741,33,0,0,sORFs,scrambled,0.3232,11,364157,364258
smorf145793,35,0,0,sORFs,scrambled,0.3143,11,381443,381550
smorf1458,55,0,0,sORFs,scrambled,0.3273,1,183428,183595
smorf145807,29,21,1,sORFs,scrambled,0.4253,11,384683,384772
smorf145810,27,0,0,sORFs,scrambled,0.2593,11,384953,385036
smorf145895,41,19,1,sORFs,scrambled,0.4309,11,406823,406948
smorf14592,27,20,1,sORFs,scrambled,0.5556,2,572354,572437
smorf14593,33,19,1,sORFs,scrambled,0.3333,2,572213,572314
smorf145946,41,0,0,sORFs,scrambled,0.2927,11,420914,421039
smorf145964,95,19,1,sORFs,scrambled,0.3579,11,425297,425584
smorf145974,86,19,1,sORFs,scrambled,0.3333,11,429869,430129
smorf145976,35,20,1,sORFs,scrambled,0.5048,11,430280,430387
smorf145978,66,0,0,sORFs,scrambled,0.3586,11,430838,431038
smorf146000,36,17,1,sORFs,scrambled,0.3519,11,436670,436780
smorf146007,32,18,1,sORFs,scrambled,0.375,11,438341,438439
smorf14602,35,0,0,sORFs,scrambled,0.2762,2,568646,568753
smorf146033,28,0,0,sORFs,scrambled,0.2976,11,442457,442543
smorf146034,42,0,0,sORFs,scrambled,0.3016,11,442559,442687
smorf146064,28,0,0,sORFs,scrambled,0.3095,11,449531,449617
smorf146076,36,0,0,sORFs,scrambled,0.3519,11,453755,453865
smorf146122,36,0,0,sORFs,scrambled,0.2778,11,464726,464836
smorf146123,32,17,1,sORFs,scrambled,0.4792,11,464855,464953
smorf146130,50,24,1,sORFs,scrambled,0.4067,11,466538,466690
smorf146135,90,0,0,sORFs,scrambled,0.2852,11,468482,468754
smorf146178,28,0,0,sORFs,scrambled,0.2976,11,477674,477760
smorf146184,91,41,2,sORFs,scrambled,0.4542,11,484658,484933
smorf146211,52,0,0,sORFs,scrambled,0.3397,11,489467,489625
smorf146212,39,0,0,sORFs,scrambled,0.4359,11,489893,490012
smorf14623,30,22,1,sORFs,scrambled,0.4444,2,565418,565510
smorf14624,44,20,1,sORFs,scrambled,0.4015,2,563018,563152
smorf146256,43,0,0,sORFs,scrambled,0.4031,11,497210,497341
smorf146296,47,0,0,sORFs,scrambled,0.3972,11,510317,510460
smorf146297,30,0,0,sORFs,scrambled,0.3,11,510500,510592
smorf1463,36,24,1,sORFs,scrambled,0.3796,1,186122,186232
smorf146309,30,0,0,sORFs,scrambled,0.2444,11,513620,513712
smorf14632,31,0,0,sORFs,scrambled,0.3548,2,560990,561085
smorf146324,40,19,1,sORFs,scrambled,0.3917,11,517265,517387
smorf146342,40,0,0,sORFs,scrambled,0.2833,11,521399,521521
smorf146348,33,0,0,sORFs,scrambled,0.3131,11,524753,524854
smorf146350,89,24,1,sORFs,scrambled,0.3296,11,526754,527023
smorf146362,60,0,0,sORFs,scrambled,0.2833,11,532127,532309
smorf146371,27,19,1,sORFs,scrambled,0.3333,11,533648,533731
smorf146458,32,0,0,sORFs,scrambled,0.3229,11,558734,558832
smorf146527,49,0,0,sORFs,scrambled,0.3469,11,577661,577810
smorf14653,30,0,0,sORFs,scrambled,0.1444,2,556046,556138
smorf146530,37,0,0,sORFs,scrambled,0.2793,11,578333,578446
smorf146541,34,0,0,sORFs,scrambled,0.4118,11,579320,579424
smorf146547,46,0,0,sORFs,scrambled,0.3696,11,580334,580474
smorf14655,38,0,0,sORFs,scrambled,0.2193,2,555635,555751
smorf14657,55,20,1,sORFs,scrambled,0.303,2,554957,555124
smorf146572,32,0,0,sORFs,scrambled,0.25,11,589118,589216
smorf146573,34,0,0,sORFs,scrambled,0.3627,11,589262,589366
smorf146575,34,0,0,sORFs,scrambled,0.2451,11,589730,589834
smorf146582,44,0,0,sORFs,scrambled,0.4091,11,592085,592219
smorf14660,40,0,0,sORFs,scrambled,0.3,2,554465,554587
smorf146642,26,0,0,sORFs,scrambled,0.4615,11,611912,611992
smorf146646,37,0,0,sORFs,scrambled,0.2883,11,613649,613762
smorf146648,38,0,0,sORFs,scrambled,0.4211,11,614126,614242
smorf146656,26,0,0,sORFs,scrambled,0.3718,11,617390,617470
smorf146658,31,0,0,sORFs,scrambled,0.2903,11,617957,618052
smorf146659,34,0,0,sORFs,scrambled,0.2647,11,618137,618241
smorf146662,43,0,0,sORFs,scrambled,0.2093,11,618614,618745
smorf14670,66,24,1,sORFs,scrambled,0.3889,2,549716,549916
smorf14671,29,0,0,sORFs,scrambled,0.2989,2,549302,549391
smorf146725,39,0,0,sORFs,scrambled,0.2821,11,630380,630499
smorf146726,33,0,0,sORFs,scrambled,0.3535,11,630605,630706
smorf146750,37,0,0,sORFs,scrambled,0.2883,11,635183,635296
smorf146763,32,0,0,sORFs,scrambled,0.3646,11,642776,642874
smorf146764,58,19,1,sORFs,scrambled,0.408,11,643286,643462
smorf146765,31,0,0,sORFs,scrambled,0.3226,11,643523,643618
smorf146766,35,0,0,sORFs,scrambled,0.2952,11,643724,643831
smorf146769,26,0,0,sORFs,scrambled,0.3462,11,644732,644812
smorf14677,34,0,0,sORFs,scrambled,0.402,2,547253,547357
smorf146771,55,0,0,sORFs,scrambled,0.3636,11,644951,645118
smorf146772,27,0,0,sORFs,scrambled,0.3333,11,645179,645262
smorf146797,34,0,0,sORFs,scrambled,0.2647,11,649916,650020
smorf146799,63,0,0,sORFs,scrambled,0.3175,11,650597,650788
smorf146800,26,0,0,sORFs,scrambled,0.3462,11,650822,650902
smorf146802,66,0,0,sORFs,scrambled,0.2879,11,651113,651313
smorf146825,68,0,0,sORFs,scrambled,0.299,11,659957,660163
smorf146826,29,0,0,sORFs,scrambled,0.3678,11,660251,660340
smorf146827,26,0,0,sORFs,scrambled,0.3333,11,660362,660442
smorf146839,37,0,0,sORFs,scrambled,0.2793,11,663443,663556
smorf146842,45,0,0,sORFs,scrambled,0.237,11,664022,664159
smorf146846,26,0,0,sORFs,scrambled,0.3205,11,664550,664630
smorf146865,32,0,0,sORFs,scrambled,0.3125,11,1479,1577
smorf146868,56,0,0,sORFs,scrambled,0.3036,11,2142,2312
smorf146873,44,0,0,sORFs,scrambled,0.3258,11,3060,3194
smorf146890,39,0,0,sORFs,scrambled,0.3419,11,8619,8738
smorf146904,33,0,0,sORFs,scrambled,0.2626,11,11472,11573
smorf146905,60,0,0,sORFs,scrambled,0.4111,11,11793,11975
smorf146907,28,0,0,sORFs,scrambled,0.381,11,12324,12410
smorf146916,28,0,0,sORFs,scrambled,0.3214,11,13644,13730
smorf146918,41,0,0,sORFs,scrambled,0.3252,11,14232,14357
smorf146941,35,0,0,sORFs,scrambled,0.2667,11,19812,19919
smorf146947,89,0,0,sORFs,scrambled,0.2622,11,20907,21176
smorf146949,64,0,0,sORFs,scrambled,0.2396,11,21522,21716
smorf146960,37,0,0,sORFs,scrambled,0.2793,11,24681,24794
smorf146986,51,18,1,sORFs,scrambled,0.3856,11,30588,30743
smorf147025,45,0,0,sORFs,scrambled,0.2519,11,38337,38474
smorf147069,54,0,0,sORFs,scrambled,0.2531,11,46506,46670
smorf147076,26,0,0,sORFs,scrambled,0.3205,11,53550,53630
smorf147129,30,0,0,sORFs,scrambled,0.2889,11,63591,63683
smorf147146,55,17,1,sORFs,scrambled,0.2909,11,67848,68015
smorf147148,33,0,0,sORFs,scrambled,0.3838,11,68136,68237
smorf14715,37,0,0,sORFs,scrambled,0.2973,2,537575,537688
smorf147157,44,0,0,sORFs,scrambled,0.2652,11,70317,70451
smorf147169,26,0,0,sORFs,scrambled,0.3462,11,74751,74831
smorf147179,36,0,0,sORFs,scrambled,0.1759,11,80454,80564
smorf147182,29,0,0,sORFs,scrambled,0.3908,11,80883,80972
smorf147189,30,0,0,sORFs,scrambled,0.2111,11,82734,82826
smorf147195,38,0,0,sORFs,scrambled,0.3246,11,84018,84134
smorf14723,29,0,0,sORFs,scrambled,0.2759,2,536111,536200
smorf147235,54,20,1,sORFs,scrambled,0.4383,11,98253,98417
smorf147243,68,0,0,sORFs,scrambled,0.1618,11,99789,99995
smorf147284,30,0,0,sORFs,scrambled,0.3444,11,106986,107078
smorf14730,27,0,0,sORFs,scrambled,0.2963,2,534887,534970
smorf147300,64,0,0,sORFs,scrambled,0.2396,11,108978,109172
smorf147304,32,0,0,sORFs,scrambled,0.3542,11,110364,110462
smorf147320,41,17,1,sORFs,scrambled,0.3415,11,114726,114851
smorf147321,27,0,0,sORFs,scrambled,0.3704,11,114876,114959
smorf147334,71,0,0,sORFs,scrambled,0.2676,11,117780,117995
smorf147393,31,0,0,sORFs,scrambled,0.3978,11,133410,133505
smorf147397,43,21,1,sORFs,scrambled,0.5116,11,134376,134507
smorf14741,30,0,0,sORFs,scrambled,0.3444,2,532256,532348
smorf147410,56,0,0,sORFs,scrambled,0.3274,11,136911,137081
smorf147411,33,0,0,sORFs,scrambled,0.3636,11,137130,137231
smorf147431,36,0,0,sORFs,scrambled,0.3426,11,141180,141290
smorf147440,26,0,0,sORFs,scrambled,0.3333,11,143100,143180
smorf147441,40,0,0,sORFs,scrambled,0.2833,11,143271,143393
smorf147446,57,0,0,sORFs,scrambled,0.2982,11,145710,145883
smorf147447,27,0,0,sORFs,scrambled,0.358,11,146115,146198
smorf147471,54,0,0,sORFs,scrambled,0.3765,11,151395,151559
smorf147475,36,0,0,sORFs,scrambled,0.3148,11,151989,152099
smorf147480,52,27,1,sORFs,scrambled,0.4359,11,154404,154562
smorf147481,43,0,0,sORFs,scrambled,0.3101,11,154710,154841
smorf147487,27,0,0,sORFs,scrambled,0.284,11,159234,159317
smorf147502,33,20,1,sORFs,scrambled,0.4949,11,162636,162737
smorf147508,29,0,0,sORFs,scrambled,0.2184,11,163419,163508
smorf14751,28,0,0,sORFs,scrambled,0.2619,2,528128,528214
smorf147527,39,0,0,sORFs,scrambled,0.2479,11,168894,169013
smorf147529,42,0,0,sORFs,scrambled,0.2937,11,169200,169328
smorf147540,42,0,0,sORFs,scrambled,0.1984,11,171348,171476
smorf147555,28,0,0,sORFs,scrambled,0.3929,11,173892,173978
smorf147586,38,0,0,sORFs,scrambled,0.2632,11,180390,180506
smorf147592,35,0,0,sORFs,scrambled,0.3905,11,182757,182864
smorf1476,52,0,0,sORFs,scrambled,0.3718,1,188957,189115
smorf147607,27,0,0,sORFs,scrambled,0.4074,11,185073,185156
smorf147612,29,0,0,sORFs,scrambled,0.3563,11,185808,185897
smorf147626,57,0,0,sORFs,scrambled,0.3626,11,189012,189185
smorf147637,37,0,0,sORFs,scrambled,0.3333,11,191604,191717
smorf147644,29,0,0,sORFs,scrambled,0.2759,11,193554,193643
smorf147656,56,20,1,sORFs,scrambled,0.2976,11,196284,196454
smorf147675,28,0,0,sORFs,scrambled,0.25,11,201567,201653
smorf147685,27,0,0,sORFs,scrambled,0.2099,11,205098,205181
smorf147691,40,0,0,sORFs,scrambled,0.3333,11,207483,207605
smorf147694,54,0,0,sORFs,scrambled,0.3395,11,212496,212660
smorf147707,55,19,1,sORFs,scrambled,0.2242,11,219795,219962
smorf147720,29,0,0,sORFs,scrambled,0.3563,11,222471,222560
smorf147732,38,0,0,sORFs,scrambled,0.307,11,225561,225677
smorf147759,84,0,0,sORFs,scrambled,0.2619,11,230166,230420
smorf147760,36,0,0,sORFs,scrambled,0.2407,11,230487,230597
