"","orf_name","quality","protogene","barflex_space","overexpression_relative_fitness","overexpression_competitive_fitness","expr_level","Length","percent_disorder","overlap","loss_fitness","no_helices_TMHMM","no_helices_PHOBIUS","GC","percent_phobius","percent_tmhmm","strain_goodalign","strained_conserved_orf","strain_pi"
"1584","YEL049W","Verified","Established ORFs","yes","unchanged",0.214,-2.41911890925,363,0.183333,0,NA,0,0,0.478,0,0.0381666666666667,1724,1712,0.00544123
"1585","YEL050C","Verified","Established ORFs","yes","decreased",0.091,2.80093319524892,1182,0.424936,1,NA,0,0,0.431,0,0.000152671755725191,2008,2008,0.00169117
"1586","YEL050W-A","Dubious","Emerging ORFs","no",NA,NA,-0.70117935225721,192,0.0952381,1,NA,1,1,0.349,0.317460317460317,0.362380952380952,2020,2018,0.00294355
"1587","YEL051W","Verified","Established ORFs","yes","unchanged",0.578,4.32060325643646,771,0.5,0,NA,0,0,0.389,0,3.90625e-05,2018,2018,0.000932402
"1588","YEL052W","Verified","Established ORFs","yes","unchanged",-0.684,2.30747312706682,1530,0.198428,0,NA,0,0,0.418,0,0.000157170923379175,1950,1944,0.00465447
"1589","YEL053C","Verified","Established ORFs","no",NA,NA,1.56611278769573,2202,0.190996,0,NA,0,0,0.358,0,4.09276944065484e-05,2008,2002,0.00186193
"1590","YEL054C","Verified","Established ORFs","yes","unchanged",NA,5.23062186739524,498,0.393939,1,NA,0,0,0.426,0,0.00436363636363636,2020,2020,0.00047257
"1591","YEL055C","Verified","Established ORFs","yes","decreased",NA,2.32277980027956,3069,0.284736,0,NA,0,0,0.367,0,0.000362035225048924,1876,1748,0.00496895
"1592","YEL056W","Verified","Established ORFs","yes","decreased",-0.363,2.83368382159959,1206,0.274314,0,NA,0,0,0.408,0,2.49376558603491e-05,1988,1986,0.00443985
"1593","YEL057C","Uncharacterized","Established ORFs","yes","unchanged",NA,0.760338430100268,702,0.223176,0,NA,0,0,0.355,0,0.00630901287553648,1972,1937,0.0052328
"1594","YEL058W","Verified","Established ORFs","yes","unchanged",-0.187,3.43621053749916,1674,0.0933573,0,NA,0,0,0.46,0,0.000736086175942549,1986,1984,0.00467606
"1595","YEL059C-A","Verified","Established ORFs","yes","unchanged",0.037,1.28481519217004,225,0.283784,0,NA,0,0,0.518,0,0,2010,2010,0.0041088
"1596","YEL059W","Dubious","Emerging ORFs","no",NA,NA,-6.90775527898214,309,0.117647,0,NA,2,0,0.461,0,0.416666666666667,1606,171,0.00422814
"1597","YEL060C","Verified","Established ORFs","yes","decreased",NA,1.28647402583768,1908,0.464567,0,NA,0,0,0.468,0,0.00220472440944882,1970,1968,0.00405041
"1598","YEL061C","Verified","Established ORFs","yes","unchanged",NA,1.68713942009795,3003,0.648,0,NA,0,0,0.354,0,1e-05,1932,1931,0.00371264
"1599","YEL062W","Verified","Established ORFs","no",NA,NA,1.17062282464438,1848,0.422764,0,NA,0,0,0.369,0,0.00032520325203252,1964,1959,0.00329772
"1600","YEL063C","Verified","Established ORFs","no",NA,NA,1.9281825103377,1773,0.181356,0,NA,10,12,0.411,0.41864406779661,0.419932203389831,1962,1955,0.00347338
"1601","YEL064C","Verified","Established ORFs","yes","unchanged",-0.063,1.82067081272248,1443,0.197917,0,NA,11,9,0.374,0.422916666666667,0.488229166666667,1960,1944,0.00381526
"1602","YEL065W","Verified","Established ORFs","yes","unchanged",-0.632,2.76342183441496,1887,0.186306,0,NA,14,14,0.401,0.453821656050955,0.481592356687898,1938,1897,0.00488021
"1603","YEL066W","Verified","Established ORFs","yes","decreased",NA,1.99809590222588,540,0.251397,1,NA,0,0,0.475,0,0,1974,1858,0.00598766
"1604","YEL067C","Uncharacterized","Emerging ORFs","no",NA,NA,-0.230671817735001,588,0.2,1,NA,0,0,0.441,0,0.135333333333333,1938,263,0.00605838
"1605","YEL068C","Dubious","Emerging ORFs","no",NA,NA,2.22267570976574,333,0.209091,0,NA,0,0,0.424,0,0.000454545454545455,1862,1849,0.00842878
"1606","YEL069C","Verified","Established ORFs","yes","unchanged",NA,-3.64965874096066,1695,0.193262,0,NA,12,12,0.423,0.425531914893617,0.447925531914894,10,8,0.0113228
"1607","YEL070W","Uncharacterized","Established ORFs","no",NA,-0.114,-2.47693848013882,1509,0.10757,0,NA,0,0,0.448,0,0.00117529880478088,38,16,0.00552403
"1608","YEL071W","Verified","Established ORFs","yes","unchanged",0.119,4.99727308272602,1491,0.133065,0,NA,0,0,0.402,0,0.00213709677419355,1878,1878,0.00227654
"1609","YEL072W","Verified","Established ORFs","no",NA,NA,2.19877892426846,696,0.138528,0,NA,0,0,0.365,0,0.0029004329004329,1840,1716,0.0070977
"1610","YEL073C","Uncharacterized","Established ORFs","yes","decreased",0.03,0.907855253053053,324,0.214953,0,NA,0,0,0.405,0,0.00644859813084112,1700,1697,0.00509893
"1611","YEL074W","Dubious","Emerging ORFs","yes","unchanged",0.505,-2.63108915996608,339,0.589286,0,NA,0,0,0.402,0,8.92857142857143e-05,50,44,0.0119714
"1612","YEL075C","Uncharacterized","Emerging ORFs","no",NA,0.65,-6.90775527898214,369,0.360656,1,NA,0,0,0.402,0,8.19672131147541e-05,78,78,0.00328339
"1613","YEL075W-A","Dubious","Established ORFs","no",NA,NA,-6.90775527898214,612,0.285714,1,NA,0,0,0.443,0,0.00985221674876847,12,12,0.00281048
"1614","YEL076C-A","Uncharacterized","Established ORFs","no",NA,NA,-6.90775527898214,930,0.347222,1,NA,0,0,0.455,0,0.000694444444444444,12,0,0.000911304
"1615","YEL077C","Uncharacterized","Established ORFs","no",NA,NA,-2.36446049671213,3834,0.389193,1,NA,0,1,0.46,0.0125293657008614,0.00253719655442443,6,6,0.00292026
"1616","YER001W","Verified","Established ORFs","no",NA,NA,2.48523992757812,2289,0.215223,0,NA,1,1,0.379,0.031496062992126,0.0285695538057743,1984,1859,0.00446837
"1617","YER002W","Verified","Established ORFs","yes","unchanged",NA,3.49635603483538,696,0.883117,0,NA,0,0,0.381,0,0.000952380952380952,2000,2000,0.00427603
"1618","YER003C","Verified","Established ORFs","no",NA,NA,2.8040268254497,1383,0.370629,0,NA,0,0,0.407,0,0,1538,0,0.00341201
"1619","YER004W","Verified","Established ORFs","yes","decreased",0.431,3.10561753708323,696,0.147186,0,NA,0,0,0.481,0,0.000173160173160173,2000,1996,0.00555996
"1620","YER005W","Verified","Established ORFs","yes","decreased",-0.233,2.18515199610195,1893,0.290476,0,NA,1,1,0.411,0.0253968253968254,0.0316031746031746,1986,1979,0.00314116
"1621","YER006C-A","Dubious","Emerging ORFs","no",NA,NA,-1.07587280169862,318,0.32381,1,NA,0,1,0.324,0.180952380952381,0.0735238095238095,1916,1773,0.00463868
"1622","YER006W","Verified","Established ORFs","yes","unchanged",-0.294,3.57783615532061,1563,0.555769,0,NA,0,0,0.397,0,0.000788461538461538,2014,2014,0.00165779
"1623","YER007C-A","Verified","Established ORFs","yes","unchanged",0.723,3.61531364265685,649,0.325967,0,NA,0,0,0.387,0,0.000552486187845304,2022,0,0.00275462
"1624","YER007W","Verified","Established ORFs","yes","unchanged",0.05,1.96276726612174,1557,0.158301,1,NA,0,0,0.352,0,0.000135135135135135,1996,1996,0.00246739
"1625","YER008C","Verified","Established ORFs","yes","decreased",0.028,1.4233492690709,4011,0.473054,0,NA,0,1,0.376,0.0127245508982036,1.49700598802395e-05,1942,1939,0.00313104
"1626","YER009W","Verified","Established ORFs","yes","unchanged",NA,5.26903787529555,378,0.096,0,NA,0,0,0.392,0,0,1988,1988,0.00209318
"1627","YER010C","Verified","Established ORFs","yes","unchanged",0.013,2.68129546379339,705,0.119658,0,NA,0,0,0.413,0,0.000128205128205128,1972,1971,0.00301315
"1628","YER011W","Verified","Established ORFs","yes","decreased",1.036,1.36200166855085,765,0.637795,0,NA,0,0,0.472,0,0.00507874015748032,662,638,0.010574
"1629","YER012W","Verified","Established ORFs","yes","decreased",-0.138,2.88976045998055,597,0.191919,0,NA,0,0,0.391,0,5.05050505050505e-05,1990,1990,0.00380322
"1630","YER013W","Verified","Established ORFs","yes","unchanged",NA,1.60623278148515,3438,0.370306,0,NA,0,0,0.38,0,4.36681222707424e-05,1966,1952,0.00504942
"1631","YER014C-A","Verified","Emerging ORFs","yes","increased",-0.108,-0.614336000135655,970,0.104575,1,NA,0,0,0.444,0,0.00836601307189543,1996,0,0.00477916
"1632","YER014W","Verified","Established ORFs","yes","decreased",-1.016,2.25675055665025,1620,0.205937,1,NA,0,1,0.408,0.0333951762523191,0.00703153988868275,1990,1987,0.00428118
"1633","YER015W","Verified","Established ORFs","yes","decreased",NA,0.707050085728937,2235,0.0927419,1,NA,0,0,0.389,0,6.72043010752688e-05,1988,1971,0.00309571
"1634","YER016W","Verified","Established ORFs","yes","decreased",-4.468,3.14660616198812,1035,0.497093,0,NA,0,0,0.405,0,0,2006,2006,0.00374039
"1635","YER017C","Verified","Established ORFs","yes","unchanged",-0.247,1.56778223716527,2286,0.324573,0,NA,1,2,0.432,0.0486202365308804,0.0452431011826544,1972,1959,0.0033558
"1636","YER018C","Verified","Established ORFs","yes","increased",0.21,2.35972128436485,666,0.638009,0,NA,0,0,0.564,0,9.04977375565611e-05,1976,1975,0.00372535
"1637","YER019C-A","Verified","Established ORFs","yes","decreased",0.051,5.1290640471582,267,0.556818,0,NA,1,1,0.447,0.215909090909091,0.243068181818182,2012,2010,0.00471061
"1638","YER019W","Verified","Established ORFs","yes","unchanged",0.221,2.1982240776693,1434,0.148847,0,NA,2,2,0.5,0.0943396226415094,0.0948846960167715,1976,1967,0.00376151
"1639","YER020W","Verified","Established ORFs","yes","unchanged",0.249,1.69377906086785,1350,0.418708,0,NA,0,0,0.468,0,2.2271714922049e-05,1962,1939,0.00579847
"1640","YER021W","Verified","Established ORFs","yes","unchanged",NA,3.71773412501804,1572,0.250478,0,NA,0,0,0.37,0,7.64818355640535e-05,2002,2002,0.00325231
"1641","YER022W","Verified","Established ORFs","yes","decreased",-0.85,2.50593401698008,2064,0.526929,0,NA,0,1,0.356,0.0276564774381368,8.73362445414847e-05,1966,1964,0.0044426
"1642","YER023W","Verified","Established ORFs","yes","unchanged",0.725,3.96136539804376,861,0.265734,1,NA,0,0,0.455,0,0.0148251748251748,2000,2000,0.00430562
"1643","YER024W","Verified","Established ORFs","yes","decreased",NA,1.42407172545392,2772,0.452871,0,NA,0,0,0.411,0,1.08342361863489e-05,706,703,0.00381973
"1644","YER025W","Verified","Established ORFs","no",NA,NA,3.45612738852062,1584,0.286528,0,NA,0,0,0.405,0,0.000132827324478178,1970,1970,0.00205635
"1645","YER026C","Verified","Established ORFs","yes","unchanged",0.111,4.07006894600999,831,0.376812,0,NA,2,6,0.399,0.409420289855072,0.343876811594203,1990,1974,0.00569727
"1646","YER027C","Verified","Established ORFs","yes","decreased",NA,1.9323905989678,1254,0.59952,0,NA,0,0,0.426,0,2.39808153477218e-05,1994,1938,0.00334773
"1647","YER028C","Verified","Established ORFs","yes","decreased",-0.563,0.415415438961332,1185,0.84264,0,NA,0,0,0.437,0,0,1970,1742,0.00890653
"1648","YER029C","Verified","Established ORFs","yes","decreased",-0.037,2.72464507467405,591,0.760204,0,NA,0,0,0.418,0,0,2002,2002,0.0032611
"1649","YER030W","Verified","Established ORFs","no",NA,NA,3.29993954958793,462,1,0,NA,0,0,0.39,0,0,1918,729,0.00567383
"1650","YER031C","Verified","Established ORFs","yes","unchanged",0.471,3.58073729549423,672,0.376682,0,NA,0,0,0.42,0,0.000717488789237668,2016,2016,0.000707967
"1651","YER032W","Verified","Established ORFs","yes","decreased",-4.008,0.459321780898875,2631,0.944064,0,NA,0,0,0.385,0,0,1548,1349,0.00422167
"1652","YER033C","Verified","Established ORFs","yes","decreased",NA,-0.853315932712767,3231,0.969331,0,NA,0,0,0.391,0,0,1744,1737,0.00465824
"1653","YER034W","Uncharacterized","Established ORFs","yes","unchanged",0.164,1.9467669247753,558,0.827027,0,NA,0,0,0.467,0,0,1978,1953,0.00819712
"1654","YER035W","Verified","Established ORFs","yes","unchanged",0.917,1.93989207672975,438,0.958621,0,NA,0,0,0.49,0,6.89655172413793e-05,1990,1990,0.00548484
"1655","YER036C","Verified","Established ORFs","yes","decreased",-0.065,3.89426628383889,1833,0.34918,0,NA,0,0,0.41,0,0,2004,2003,0.00220332
"1656","YER037W","Verified","Established ORFs","yes","decreased",-0.799,2.29152414563462,966,0.17757,0,NA,0,0,0.376,0,3.11526479750779e-05,1980,1950,0.00279263
"1657","YER038C","Verified","Established ORFs","yes","unchanged",0.218,1.45651980600939,1395,0.366379,0,NA,0,0,0.348,0,0.000193965517241379,1972,1972,0.00514872
"1658","YER039C","Verified","Established ORFs","yes","unchanged",NA,1.19936219176825,750,0.0923695,1,NA,6,7,0.435,0.57429718875502,0.540321285140562,1966,1807,0.00457759
"1659","YER039C-A","Uncharacterized","Established ORFs","no",NA,NA,1.17371976115492,219,0.222222,0,NA,2,2,0.431,0.555555555555556,0.573194444444444,2012,889,0.00578913
"1660","YER040W","Verified","Established ORFs","no",NA,NA,1.19088756477728,2193,0.916438,0,NA,0,0,0.406,0,0,1970,1966,0.00425275
"1661","YER041W","Verified","Established ORFs","yes","decreased",-0.215,1.74658775058133,2280,0.501976,0,NA,0,0,0.379,0,1.31752305665349e-05,1978,1963,0.00430024
"1662","YER042W","Verified","Established ORFs","yes","unchanged",NA,2.80305730468054,555,0.244565,0,1.001,0,0,0.364,0,0,2016,2014,0.00204237
"1663","YER043C","Verified","Established ORFs","yes","unchanged",-0.196,3.318648759027,1350,0.0757238,0,NA,0,0,0.434,0,0.00044543429844098,2002,2002,0.00205739
"1664","YER044C","Verified","Established ORFs","yes","unchanged",0.509,2.87373411674314,447,0.128378,0,NA,2,3,0.394,0.371621621621622,0.443581081081081,2022,2022,0.000576183
"1665","YER044C-A","Verified","Emerging ORFs","yes","unchanged",NA,0.0778865386570712,1315,0.139706,0,1.051,0,2,0.348,0.0931372549019608,0.0151225490196078,1996,0,0.00407975
"1666","YER045C","Verified","Established ORFs","yes","unchanged",-1.341,1.08755134130868,1470,0.762781,0,1.0795,0,0,0.412,0,0,1874,1850,0.00615726
"1667","YER046W","Verified","Established ORFs","yes","unchanged",NA,2.63698375266835,432,0.188811,0,0.96887,0,0,0.413,0,0,1996,1996,0.00512088
"1668","YER046W-A","Dubious","Emerging ORFs","no",NA,NA,-0.263965545834465,330,0.357798,1,0.94579,0,0,0.379,0,0.0751376146788991,1824,84,0.012331
"1669","YER047C","Verified","Established ORFs","yes","decreased",-0.696,0.902191807494653,2694,0.700112,1,1.0385,0,0,0.4,0,0,1810,1800,0.00543375
"1670","YER048C","Verified","Established ORFs","yes","decreased",-0.22,3.13835967180375,1176,0.680307,0,1.0235,0,0,0.404,0,0,2004,1963,0.0019465
"1671","YER048W-A","Verified","Established ORFs","yes","unchanged",0.337,4.05018366643633,285,0.244681,0,NA,0,0,0.365,0,0,2016,2016,0.00265858
"1672","YER049W","Verified","Established ORFs","no",NA,NA,3.60157712571114,1935,0.340062,0,1.0125,0,0,0.395,0,1.5527950310559e-05,1998,1974,0.00232098
"1673","YER050C","Verified","Established ORFs","no",NA,-0.571,3.5937442589989,417,0.565217,0,NA,0,0,0.389,0,0,1984,1745,0.00368851
"1674","YER051W","Verified","Established ORFs","yes","unchanged",-0.479,2.37546373840662,1479,0.27439,0,1.031,0,0,0.375,0,0.00148373983739837,1992,1988,0.00536071
"1675","YER052C","Verified","Established ORFs","yes","decreased",0.514,2.49815187653802,1584,0.185958,0,0.8365,0,0,0.393,0,0.000531309297912713,2006,2000,0.00192209
"1676","YER053C","Verified","Established ORFs","yes","unchanged",-0.503,1.71145283784083,903,0.123333,0,1.045,1,1,0.396,0.0766666666666667,0.206033333333333,2006,1990,0.00265136
"1677","YER053C-A","Uncharacterized","Established ORFs","yes","unchanged",0.501,1.41682356615471,114,0.405405,0,1.016,1,1,0.351,0.405405405405405,0.510540540540541,2022,2022,0.000199229
"1678","YER054C","Verified","Established ORFs","yes","decreased",-0.654,0.0944006754214843,1647,0.69708,0,0.998,0,0,0.388,0,0,1976,1972,0.00449259
"1679","YER055C","Verified","Established ORFs","yes","decreased",0.006,5.49474726434382,894,0.0774411,0,NA,0,0,0.41,0,0.00484848484848485,1988,1983,0.00295477
"1680","YER056C","Verified","Established ORFs","no",NA,NA,4.62398212663784,1602,0.140713,0,1.0355,12,13,0.413,0.514071294559099,0.48750469043152,1548,1542,0.0068751
"1681","YER056C-A","Verified","Established ORFs","yes","unchanged",0.011,4.4429100465307,763,0.578512,0,0.805,0,0,0.427,0,0,1958,0,0.00453098
"1682","YER057C","Verified","Established ORFs","yes","unchanged",0.161,3.61550198430916,390,0.147287,0,0.9955,0,0,0.437,0,0.000542635658914729,2018,2017,0.000778464
"1683","YER058W","Verified","Established ORFs","yes","unchanged",-0.563,2.20044161932534,324,0.747664,0,0.752,1,0,0.43,0,0.153831775700935,2016,2016,0.00178912
"1684","YER059W","Verified","Established ORFs","yes","decreased",0.212,1.91427204370345,1263,0.611905,0,1.0245,0,0,0.39,0,0.000476190476190476,1970,1970,0.00281728
"1685","YER060W","Verified","Established ORFs","yes","unchanged",0.064,1.72917459403643,1587,0.132576,0,0.9675,10,10,0.42,0.40530303030303,0.477140151515152,1246,1226,0.00219289
"1686","YER060W-A","Verified","Established ORFs","no",NA,NA,-0.363843433417345,1593,0.101887,0,1.0455,12,12,0.42,0.477358490566038,0.495566037735849,878,875,0.00481899
"1687","YER061C","Verified","Established ORFs","yes","decreased",-0.073,2.47989410796446,1329,0.201357,0,0.791,0,0,0.419,0,0.000135746606334842,1962,1962,0.00380831
"1688","YER062C","Verified","Established ORFs","yes","decreased",NA,2.43886271128659,753,0.144,0,1.0075,0,0,0.447,0,0.00544,1964,1959,0.00405103
"1689","YER063W","Verified","Established ORFs","yes","unchanged",-0.29,2.49328809381592,657,0.926606,0,0.983,0,0,0.419,0,0,1958,1958,0.00395602
"1690","YER064C","Uncharacterized","Established ORFs","yes","decreased",-0.253,2.78433199925937,1518,0.687129,0,1.0325,0,0,0.393,0,0,1944,1937,0.00374382
"1691","YER065C","Verified","Established ORFs","yes","unchanged",0.18,0.8845936451309,1674,0.229803,0,1.038,0,0,0.44,0,0.0132854578096948,1974,1972,0.00156647
"1692","YER066C-A","Dubious","Emerging ORFs","no",NA,NA,-0.510825623765991,501,0,1,1.03,0,0,0.361,0,0.0166867469879518,1966,1897,0.00362968
"1693","YER066W","Uncharacterized","Established ORFs","yes","unchanged",0.916,1.11152851393466,558,0.0378378,0,1.047,0,0,0.395,0,0.000108108108108108,1918,1855,0.0053279
"1694","YER067W","Uncharacterized","Established ORFs","no",NA,NA,1.23285176387631,486,0.57764,1,1.029,0,0,0.391,0,0,1984,1982,0.00211471
"1695","YER068C-A","Dubious","Emerging ORFs","no",NA,NA,-0.334075112021491,432,0.104895,1,NA,2,0,0.385,0,0.274195804195804,2008,1998,0.00180044
"1696","YER068W","Verified","Established ORFs","yes","decreased",-0.155,1.6426792462139,1764,0.597956,0,NA,0,0,0.404,0,0,1984,1984,0.00311035
"1697","YER069W","Verified","Established ORFs","yes","decreased",-0.679,1.22465739551877,2592,0.208575,1,NA,0,0,0.402,0,0.000162224797219003,1968,1965,0.00271275
"1698","YER070W","Verified","Established ORFs","yes","decreased",-1.129,2.81385061998842,2667,0.207207,0,NA,0,0,0.409,0,2.25225225225225e-05,1990,1990,0.00255374
"1699","YER071C","Uncharacterized","Established ORFs","no",NA,NA,3.45555929634817,381,0.468254,0,1.0435,0,0,0.333,0,0,2018,2008,0.00134505
"1700","YER072W","Verified","Established ORFs","no",NA,NA,4.48567693875321,390,0.217054,0,0.9805,3,3,0.419,0.449612403100775,0.496589147286822,2016,2016,0.00170718
"1701","YER073W","Verified","Established ORFs","yes","unchanged",-0.272,3.63244136901023,1563,0.0923077,0,0.9895,0,0,0.434,0,5.76923076923077e-05,1962,1958,0.00367832
"1702","YER074W","Verified","Established ORFs","yes","unchanged",0.387,5.22578430741365,874,0.4,0,0.597,0,0,0.444,0,0.000888888888888889,1966,0,0.00225284
"1703","YER074W-A","Verified","Established ORFs","yes","unchanged",-0.475,3.54014740031354,471,0.2,0,NA,2,2,0.369,0.435294117647059,0.482941176470588,1950,0,0.00105739
"1704","YER075C","Verified","Established ORFs","no",NA,NA,0.780241887410879,2787,0.479526,0,1.0545,0,0,0.381,0,0.00160560344827586,1852,1834,0.00404693
"1705","YER076C","Uncharacterized","Established ORFs","yes","unchanged",1.324,1.63510565918268,909,0.13245,1,0.8975,0,0,0.449,0,0.0539403973509934,1874,1744,0.00752981
"1706","YER076W-A","Dubious","Emerging ORFs","no",NA,NA,0.56815069038526,348,0.217391,1,NA,1,1,0.38,0.182608695652174,0.19695652173913,1708,1503,0.00823166
"1707","YER077C","Uncharacterized","Established ORFs","yes","unchanged",-0.092,2.38139627341834,2067,0.273256,0,0.297,0,0,0.375,0,0,2008,2008,0.00320045
"1708","YER078C","Uncharacterized","Established ORFs","yes","increased",1.021,2.01250013592595,1536,0.203523,0,0.9612,0,0,0.393,0,1.95694716242661e-05,1874,1874,0.00360051
"1709","YER078W-A","Uncharacterized","Emerging ORFs","yes","unchanged",0.36,-0.317454230785451,165,0.0925926,0,1.04,0,1,0.432,0.407407407407407,0.231296296296296,2022,1785,0.00566237
"1710","YER079C-A","Dubious","Established ORFs","no",NA,NA,-1.19732826160727,339,0.0803571,1,NA,2,2,0.405,0.410714285714286,0.406875,1966,1890,0.00369646
"1711","YER079W","Uncharacterized","Established ORFs","yes","decreased",NA,1.66165078388103,633,0.9,0,1.0387,0,0,0.398,0,0,2008,1989,0.0017417
"1712","YER080W","Uncharacterized","Established ORFs","yes","unchanged",-0.314,2.1276362905295,1884,0.194577,1,1.0208,0,0,0.373,0,9.56937799043062e-05,2000,1992,0.00490905
"1713","YER081W","Verified","Established ORFs","yes","unchanged",NA,3.48758912227236,1410,0.208955,0,0.9945,0,0,0.391,0,0.000554371002132196,1930,1930,0.00184834
"1714","YER082C","Verified","Established ORFs","no",NA,NA,3.14892535217039,1665,0.509025,0,0.7271,0,0,0.406,0,1.80505415162455e-05,2008,2008,0.00168891
"1715","YER083C","Verified","Established ORFs","no",NA,NA,1.92410265621577,858,0.484211,0,0.8575,3,3,0.462,0.214035087719298,0.207543859649123,2002,1977,0.00413773
"1716","YER084W","Dubious","Emerging ORFs","no",NA,NA,-0.663588378318401,387,0.679688,0,0.976,0,0,0.474,0,0.107421875,2006,1991,0.00257899
"1717","YER086W","Verified","Established ORFs","no",NA,NA,2.94264790246154,1731,0.154514,0,0.3715,0,0,0.412,0,0.0175,2004,2004,0.00199775
"1718","YER087C-A","Dubious","Emerging ORFs","no",NA,NA,-0.642454066244427,552,0.163934,1,0.9755,0,0,0.403,0,0.0436612021857923,2010,1999,0.00604979
"1719","YER087C-B","Verified","Established ORFs","yes","unchanged",-0.323,3.27650301770299,249,0.536585,0,1.0175,1,1,0.402,0.231707317073171,0.259390243902439,2020,2020,0.00239695
"1720","YER087W","Uncharacterized","Established ORFs","yes","unchanged",NA,2.00093931352488,1731,0.220486,1,0.617,0,0,0.385,0,5.20833333333333e-05,2006,2006,0.00258977
"1721","YER088C","Verified","Established ORFs","no",NA,NA,2.2213750375685,2013,0.91194,0,1.0135,0,0,0.454,0,0,1950,1941,0.00636873
"1722","YER088C-A","Dubious","Emerging ORFs","no",NA,NA,1.01740223324257,324,0.925234,1,NA,0,0,0.52,0,9.34579439252336e-05,1986,1932,0.00475202
"1723","YER089C","Verified","Established ORFs","no",NA,NA,1.5802150537572,1395,0.428879,1,0.981,0,0,0.486,0,0,1866,1806,0.00309722
"1724","YER090W","Verified","Established ORFs","yes","decreased",0.071,2.61373952163097,1524,0.315582,1,0.9555,0,0,0.397,0,0.000118343195266272,1982,1947,0.00309058
"1725","YER091C","Verified","Established ORFs","yes","decreased",-0.361,2.73987181342517,2304,0.177314,0,0.9503,0,0,0.418,0,0,2008,2008,0.00196379
"1726","YER091C-A","Dubious","Emerging ORFs","no",NA,NA,-6.90775527898214,222,0.808219,0,1.0155,0,0,0.452,0,0,2006,1994,0.00106441
"1727","YER092W","Verified","Established ORFs","yes","unchanged",0.776,3.48216274048526,378,0.504,0,0.7452,0,0,0.395,0,0,2016,2012,0.00422264
"1728","YER093C","Verified","Established ORFs","yes","decreased",-2.078,0.814036497835398,4293,0.305594,0,0.637014285714286,0,0,0.374,0,9.09090909090909e-05,1962,1933,0.00384248
"1729","YER093C-A","Uncharacterized","Established ORFs","yes","decreased",-0.425,1.25789264631537,489,0.350365,0,0.8467,2,2,0.443,0.291970802919708,0.302262773722628,1996,0,0.00904161
"1730","YER094C","Verified","Established ORFs","yes","unchanged",-0.251,4.66759084102966,618,0.126829,0,0.6576,0,0,0.467,0,0.0420487804878049,1996,1848,0.00260974
"1731","YER095W","Verified","Established ORFs","yes","unchanged",0.403,2.6657688088456,1203,0.2725,0,0.8255,0,0,0.468,0,5e-05,1996,1995,0.00349482
"1732","YER096W","Verified","Established ORFs","yes","unchanged",0.175,0.122217632724249,1539,0.503906,0,1.0287,0,0,0.404,0,0.00029296875,1992,1989,0.00239382
"1733","YER097W","Dubious","Emerging ORFs","yes","decreased",NA,0.308954207727321,330,0.192661,1,1.0055,0,0,0.379,0,9.1743119266055e-05,1166,134,0.00556612
"1734","YER098W","Verified","Established ORFs","yes","decreased",-0.46,0.0834216081390724,2265,0.582228,1,1.0003,0,0,0.369,0,0,1980,1948,0.00372726
"1735","YER099C","Verified","Established ORFs","yes","decreased",NA,3.40013014570173,957,0.132075,0,1.044,0,0,0.412,0,3.14465408805031e-05,2012,2010,0.00146318
"1736","YER100W","Verified","Established ORFs","yes","unchanged",NA,3.04113575700784,753,0.42,0,1.041,1,1,0.4,0.068,0.07472,2012,2012,0.000914434
"1737","YER101C","Verified","Established ORFs","yes","unchanged",-0.233,1.67877739051271,1293,0.176744,0,1.0127,0,2,0.387,0.0790697674418605,0.000558139534883721,2000,1994,0.00263488
"1738","YER102W","Verified","Established ORFs","no",NA,NA,4.69555918571577,970,0.545,0,0.7685,0,0,0.428,0,0,2000,1995,0.0021332
"1739","YER103W","Verified","Established ORFs","yes","decreased",NA,2.49039158001857,1929,0.431464,0,0.971,0,0,0.428,0,1.55763239875389e-05,1990,1980,0.00158006
"1740","YER104W","Verified","Established ORFs","yes","decreased",NA,1.96164288090138,627,0.947115,0,NA,0,0,0.405,0,0,2008,2007,0.00244148
"1741","YER105C","Verified","Established ORFs","yes","decreased",-1.242,1.77495235091167,4176,0.218548,0,1.0255,0,0,0.37,0,0.000862688713156003,1940,1938,0.00607381
"1742","YER106W","Verified","Established ORFs","yes","decreased",NA,0.529451087889156,909,0.582781,0,1.0008,0,0,0.334,0,0,2004,1286,0.00500973
"1743","YER107C","Verified","Established ORFs","yes","decreased",NA,3.36016703210416,1098,0.273973,1,0.679,0,0,0.417,0,0.00194520547945205,2014,2012,0.00116302
"1744","YER107W-A","Dubious","Emerging ORFs","no",NA,NA,-1.98050159382493,321,0.188679,1,NA,2,2,0.365,0.349056603773585,0.380943396226415,2016,2016,0.00323696
"1745","YER109C","Verified","Established ORFs","no",NA,NA,1.36276981607293,2400,0.894737,0,0.9895,0,0,0.416,0,0,1692,1627,0.00493481
"1746","YER110C","Verified","Established ORFs","yes","decreased",-5.323,2.83003181777627,3342,0.199461,0,0.933,0,2,0.399,0.0404312668463612,0.000988319856244385,1990,1990,0.00240865
"1747","YER111C","Verified","Established ORFs","no",NA,NA,0.690142671539647,3282,0.716377,0,0.9383,0,0,0.346,0,0,1542,1530,0.00306279
"1748","YER112W","Verified","Established ORFs","yes","unchanged",-0.515,3.18217034585978,564,0.657754,0,1.0205,0,0,0.349,0,0,2012,2000,0.00150316
