"","nameNGO","nameINTER","INTER_length_nt","NGO_length_aa","NGO_no_hel","fract_lengths","coorStartNGO","coorEndNGO","coorStartINTER","coorEndINTER","ChromNGO","ChromINTER","bin"
"2353","smorf159388","chr12_1.461",807,40,0,0.1487,854416,854538,854390,855197,12,12,0.125
"2354","smorf159391","chr12_1.461",807,36,1,0.1338,854770,854880,854390,855197,12,12,0.125
"2355","smorf159392","chr12_1.461",807,46,0,0.171,854968,855108,854390,855197,12,12,0.175
"2356","smorf159427","chr12_1.466",459,31,0,0.2026,862309,862404,862253,862712,12,12,0.225
"2357","smorf159465","chr12_1.468",270,35,0,0.3889,868495,868602,868390,868660,12,12,0.375
"2358","smorf15950","chr02_1.100",609,32,0,0.1576,193994,194092,193515,194124,2,2,0.175
"2359","smorf159502","chr12_1.474",986,47,0,0.143,877732,877875,877295,878281,12,12,0.125
"2360","smorf15951","chr02_1.100",609,54,1,0.266,193709,193873,193515,194124,2,2,0.275
"2361","smorf159529","chr12_1.477",536,32,0,0.1791,885139,885237,884751,885287,12,12,0.175
"2362","smorf159622","chr12_1.485",405,33,0,0.2444,902677,902778,902660,903065,12,12,0.225
"2363","smorf159637","chr12_1.488",773,45,0,0.1746,906808,906945,906305,907078,12,12,0.175
"2364","smorf159669","chr12_1.493",263,35,0,0.3992,915043,915150,914892,915155,12,12,0.375
"2365","smorf1597","chr01_1.104",647,35,0,0.1623,217877,217984,217483,218130,1,1,0.175
"2366","smorf159712","chr12_1.502",611,38,1,0.1866,932587,932703,932354,932965,12,12,0.175
"2367","smorf159858","chr12_1.519",210,35,0,0.5,964978,965085,964876,965086,12,12,0.475
"2368","smorf15995","chr02_1.94",384,33,0,0.2578,181334,181435,181278,181662,2,2,0.275
"2369","smorf16","chr01_1.2",4528,31,0,0.0205,3361,3456,2707,7235,1,1,0.025
"2370","smorf160019","chr12_1.536",435,30,0,0.2069,1012225,1012317,1012020,1012455,12,12,0.225
"2371","smorf160020","chr12_1.538",312,51,0,0.4904,1014193,1014348,1014175,1014487,12,12,0.475
"2372","smorf160066","chr12_1.545",959,44,0,0.1376,1028323,1028457,1027890,1028849,12,12,0.125
"2373","smorf160073","chr12_1.546",1065,68,2,0.1915,1030318,1030524,1029764,1030829,12,12,0.175
"2374","smorf160074","chr12_1.546",1065,36,0,0.1014,1030636,1030746,1029764,1030829,12,12,0.125
"2375","smorf16010","chr02_1.91",615,38,0,0.1854,172355,172471,171921,172536,2,2,0.175
"2376","smorf160113","chr12_1.549",517,31,0,0.1799,1038796,1038891,1038750,1039267,12,12,0.175
"2378","smorf160197","chr12_1.559",2031,31,0,0.0458,1061521,1061616,1060885,1062916,12,12,0.025
"2379","smorf160198","chr12_1.559",2031,35,0,0.0517,1061629,1061736,1060885,1062916,12,12,0.075
"2380","smorf160200","chr12_1.559",2031,27,0,0.0399,1062631,1062714,1060885,1062916,12,12,0.025
"2381","smorf16029","chr02_1.87",584,30,0,0.1541,168035,168127,167841,168425,2,2,0.175
"2382","smorf16030","chr02_1.86",253,47,1,0.5573,167324,167467,167267,167520,2,2,0.575
"2383","smorf160364","chr12_1.8",414,30,1,0.2174,27071,27163,26994,27408,12,12,0.225
"2384","smorf160365","chr12_1.8",414,26,0,0.1884,27176,27256,26994,27408,12,12,0.175
"2385","smorf160372","chr12_1.9",1803,31,0,0.0516,29093,29188,28305,30108,12,12,0.075
"2387","smorf16038","chr02_1.85",1361,27,0,0.0595,165725,165808,164775,166136,2,2,0.075
"2388","smorf16039","chr02_1.85",1361,56,0,0.1234,165440,165610,164775,166136,2,2,0.125
"2389","smorf160400","chr12_1.11",298,40,0,0.4027,35291,35413,35203,35501,12,12,0.425
"2390","smorf160407","chr12_1.12",971,39,1,0.1205,36554,36673,36360,37331,12,12,0.125
"2391","smorf160423","chr12_1.13",332,43,1,0.3886,39539,39670,39470,39802,12,12,0.375
"2392","smorf16045","chr02_1.84",490,43,0,0.2633,164183,164314,164000,164490,2,2,0.275
"2393","smorf160454","chr12_1.18",1275,29,0,0.0682,49604,49693,48661,49936,12,12,0.075
"2394","smorf16055","chr02_1.82",369,41,0,0.3333,161540,161665,161332,161701,2,2,0.325
"2395","smorf160551","chr12_1.29",404,35,0,0.2599,76868,76975,76746,77150,12,12,0.275
"2396","smorf160552","chr12_1.29",404,26,0,0.1931,77036,77116,76746,77150,12,12,0.175
"2397","smorf160595","chr12_1.32",1093,26,0,0.0714,83969,84049,83709,84802,12,12,0.075
"2398","smorf160596","chr12_1.32",1093,73,0,0.2004,84368,84589,83709,84802,12,12,0.225
"2399","smorf16061","chr02_1.81",490,57,0,0.349,159923,160096,159696,160186,2,2,0.325
"2400","smorf160644","chr12_1.42",745,28,0,0.1128,100664,100750,100200,100945,12,12,0.125
"2401","smorf160754","chr12_1.51",819,60,1,0.2198,124865,125047,124713,125532,12,12,0.225
"2402","smorf160973","chr12_1.78",1057,41,0,0.1164,170315,170440,170280,171337,12,12,0.125
"2403","smorf160974","chr12_1.78",1057,39,0,0.1107,170468,170587,170280,171337,12,12,0.125
"2404","smorf160975","chr12_1.78",1057,34,1,0.0965,170645,170749,170280,171337,12,12,0.075
"2406","smorf160980","chr12_1.79",503,36,0,0.2147,172100,172210,171763,172266,12,12,0.225
"2407","smorf161007","chr12_1.85",307,36,0,0.3518,181535,181645,181480,181787,12,12,0.375
"2408","smorf161023","chr12_1.88",571,36,0,0.1891,184991,185101,184925,185496,12,12,0.175
"2409","smorf16109","chr02_1.71",986,66,0,0.2008,140570,140770,140263,141249,2,2,0.225
"2410","smorf161171","chr12_1.107",552,53,1,0.288,222485,222646,222133,222685,12,12,0.275
"2411","smorf161173","chr12_1.108",1861,64,0,0.1032,223127,223321,223060,224921,12,12,0.125
"2412","smorf161175","chr12_1.108",1861,32,0,0.0516,223520,223618,223060,224921,12,12,0.075
"2413","smorf161179","chr12_1.108",1861,29,0,0.0467,224081,224170,223060,224921,12,12,0.025
"2414","smorf161180","chr12_1.108",1861,39,0,0.0629,224339,224458,223060,224921,12,12,0.075
"2415","smorf161182","chr12_1.108",1861,27,0,0.0435,224543,224626,223060,224921,12,12,0.025
"2416","smorf161217","chr12_1.115",955,46,0,0.1445,234602,234742,234082,235037,12,12,0.125
"2417","smorf161218","chr12_1.115",955,40,0,0.1257,234803,234925,234082,235037,12,12,0.125
"2418","smorf161249","chr12_1.118",824,48,0,0.1748,241700,241846,241408,242232,12,12,0.175
"2419","smorf161275","chr12_1.124",290,29,1,0.3,248513,248602,248427,248717,12,12,0.275
"2420","smorf161281","chr12_1.125",293,31,1,0.3174,250985,251080,250979,251272,12,12,0.325
"2422","smorf161317","chr12_1.129",336,45,0,0.4018,259430,259567,259402,259738,12,12,0.425
"2423","smorf16135","chr02_1.65",284,31,0,0.3275,127796,127891,127613,127897,2,2,0.325
"2424","smorf161352","chr12_1.137",297,34,0,0.3434,270713,270817,270711,271008,12,12,0.325
"2425","smorf16143","chr02_1.63",708,48,0,0.2034,126134,126280,126122,126830,2,2,0.225
"2426","smorf161459","chr12_1.151",518,59,0,0.3417,293858,294037,293573,294091,12,12,0.325
"2427","smorf16147","chr02_1.62",365,47,1,0.3863,124967,125110,124762,125127,2,2,0.375
"2428","smorf161555","chr12_1.158",685,27,0,0.1182,320057,320140,320016,320701,12,12,0.125
"2429","smorf161598","chr12_1.166",261,42,0,0.4828,337313,337441,337266,337527,12,12,0.475
"2430","smorf161617","chr12_1.169",221,60,0,0.8145,341603,341785,341589,341810,12,12,0.825
"2431","smorf161637","chr12_1.172",643,28,0,0.1306,346457,346543,345942,346585,12,12,0.125
"2432","smorf161718","chr12_1.182",292,35,0,0.3596,370250,370357,370099,370391,12,12,0.375
"2433","smorf161789","chr12_1.196",683,47,0,0.2064,390278,390421,390271,390954,12,12,0.225
"2434","smorf161790","chr12_1.196",683,39,0,0.1713,390554,390673,390271,390954,12,12,0.175
"2435","smorf161799","chr12_1.198",1539,62,0,0.1209,392252,392440,391945,393484,12,12,0.125
"2436","smorf161805","chr12_1.199",870,37,1,0.1276,394052,394165,393895,394765,12,12,0.125
"2437","smorf16183","chr02_1.58",404,45,1,0.3342,115385,115522,115171,115575,2,2,0.325
"2438","smorf161849","chr12_1.203",305,28,0,0.2754,402644,402730,402489,402794,12,12,0.275
"2439","smorf161876","chr12_1.207",529,44,0,0.2495,410342,410476,410194,410723,12,12,0.225
"2440","smorf161890","chr12_1.211",347,27,0,0.2334,416714,416797,416659,417006,12,12,0.225
"2441","smorf161891","chr12_1.211",347,38,0,0.3285,416825,416941,416659,417006,12,12,0.325
"2442","smorf161937","chr12_1.214",411,31,1,0.2263,424946,425041,424775,425186,12,12,0.225
"2443","smorf161996","chr12_1.224",546,40,0,0.2198,440075,440197,439824,440370,12,12,0.225
"2444","smorf161999","chr12_1.226",426,56,0,0.3944,441497,441667,441289,441715,12,12,0.375
"2445","smorf162014","chr12_1.228",835,29,0,0.1042,444974,445063,444689,445524,12,12,0.125
"2446","smorf16204","chr02_1.55",192,31,0,0.4844,111284,111379,111246,111438,2,2,0.475
"2447","smorf162181","chr12_1.247",476,38,0,0.2395,490016,490132,489930,490406,12,12,0.225
"2448","smorf162182","chr12_1.248",1272,31,0,0.0731,490871,490966,490595,491867,12,12,0.075
"2449","smorf162252","chr12_1.257",343,40,0,0.3499,504281,504403,504249,504592,12,12,0.325
"2450","smorf162272","chr12_1.260",821,49,1,0.179,510602,510751,510234,511055,12,12,0.175
"2451","smorf162277","chr12_1.263",548,47,1,0.2573,514745,514888,514715,515263,12,12,0.275
"2452","smorf162278","chr12_1.263",548,27,1,0.1478,515126,515209,514715,515263,12,12,0.125
"2453","smorf162319","chr12_1.269",343,40,0,0.3499,523478,523600,523290,523633,12,12,0.325
"2454","smorf162349","chr12_1.274",582,36,1,0.1856,536747,536857,536691,537273,12,12,0.175
"2455","smorf162426","chr12_1.287",900,30,0,0.1,553883,553975,553679,554579,12,12,0.075
"2456","smorf162480","chr12_1.298",233,33,0,0.4249,573362,573463,573234,573467,12,12,0.425
"2457","smorf16251","chr02_1.50",729,35,0,0.144,101378,101485,101158,101887,2,2,0.125
"2458","smorf162523","chr12_1.304",973,36,0,0.111,585920,586030,585492,586465,12,12,0.125
"2459","smorf162609","chr12_1.319",258,29,0,0.3372,609608,609697,609526,609784,12,12,0.325
"2460","smorf162679","chr12_1.332",897,31,0,0.1037,633587,633682,633356,634253,12,12,0.125
"2461","smorf162682","chr12_1.333",695,40,1,0.1727,636497,636619,636086,636781,12,12,0.175
"2462","smorf162697","chr12_1.338",626,30,0,0.1438,645509,645601,644975,645601,12,12,0.125
"2463","smorf16274","chr02_1.39",237,26,0,0.3291,84362,84442,84259,84496,2,2,0.325
"2464","smorf162765","chr12_1.346",450,62,2,0.4133,662951,663139,662835,663285,12,12,0.425
"2465","smorf162774","chr12_1.347",841,29,0,0.1034,665024,665113,665004,665845,12,12,0.125
"2466","smorf162800","chr12_1.351",307,53,1,0.5179,672896,673057,672825,673132,12,12,0.525
"2467","smorf162812","chr12_1.354",163,32,1,0.589,675497,675595,675457,675620,12,12,0.575
"2468","smorf162822","chr12_1.355",487,28,0,0.1725,678116,678202,677726,678213,12,12,0.175
"2469","smorf162872","chr12_1.363",525,30,0,0.1714,691322,691414,691031,691556,12,12,0.175
"2470","smorf162878","chr12_1.364",495,35,0,0.2121,694247,694354,693884,694379,12,12,0.225
"2471","smorf162945","chr12_1.374",854,44,0,0.1546,710462,710596,710138,710992,12,12,0.175
"2472","smorf162967","chr12_1.379",338,43,0,0.3817,718169,718300,717980,718318,12,12,0.375
"2473","smorf162976","chr12_1.380",326,37,0,0.3405,719528,719641,719464,719790,12,12,0.325
"2474","smorf162988","chr12_1.383",604,29,0,0.144,722771,722860,722375,722979,12,12,0.125
"2475","smorf162992","chr12_1.384",739,39,0,0.1583,723524,723643,723306,724045,12,12,0.175
"2476","smorf162997","chr12_1.386",652,42,0,0.1933,725534,725662,725418,726070,12,12,0.175
"2477","smorf163030","chr12_1.394",612,48,0,0.2353,737870,738016,737550,738162,12,12,0.225
"2479","smorf16308","chr02_1.34",738,28,0,0.1138,71240,71326,71124,71862,2,2,0.125
"2480","smorf163105","chr12_1.404",646,32,0,0.1486,758951,759049,758835,759481,12,12,0.125
"2481","smorf16312","chr02_1.32",350,60,1,0.5143,66857,67039,66815,67165,2,2,0.525
"2482","smorf163168","chr12_1.411",279,28,0,0.3011,776351,776437,776304,776583,12,12,0.325
"2483","smorf163206","chr12_1.420",330,40,0,0.3636,787397,787519,787333,787663,12,12,0.375
"2484","smorf163257","chr12_1.434",580,45,1,0.2328,805568,805705,805203,805783,12,12,0.225
"2485","smorf163280","chr12_1.436",1178,30,0,0.0764,809507,809599,808818,809996,12,12,0.075
"2486","smorf163354","chr12_1.445",563,51,1,0.2718,826814,826969,826412,826975,12,12,0.275
"2487","smorf163398","chr12_1.452",1067,45,0,0.1265,839507,839644,839252,840319,12,12,0.125
"2488","smorf163429","chr12_1.455",372,26,0,0.2097,845753,845833,845729,846101,12,12,0.225
"2489","smorf163458","chr12_1.459",309,37,1,0.3592,853310,853423,853150,853459,12,12,0.375
"2490","smorf163463","chr12_1.461",807,63,2,0.2342,854846,855037,854390,855197,12,12,0.225
"2491","smorf163537","chr12_1.474",986,32,0,0.0974,877715,877813,877295,878281,12,12,0.075
"2492","smorf163538","chr12_1.474",986,50,0,0.1521,877862,878014,877295,878281,12,12,0.175
"2493","smorf163584","chr12_1.482",485,27,0,0.167,898004,898087,897672,898157,12,12,0.175
"2494","smorf163610","chr12_1.485",405,45,0,0.3333,902687,902824,902660,903065,12,12,0.325
"2495","smorf163628","chr12_1.490",330,38,0,0.3455,909485,909601,909398,909728,12,12,0.325
"2496","smorf163668","chr12_1.494",516,27,0,0.157,919079,919162,919019,919535,12,12,0.175
"2497","smorf163669","chr12_1.494",516,32,0,0.186,919190,919288,919019,919535,12,12,0.175
"2498","smorf163738","chr12_1.505",307,41,0,0.4007,937397,937522,937231,937538,12,12,0.425
"2499","smorf163799","chr12_1.509",1073,44,0,0.123,949502,949636,949190,950263,12,12,0.125
"2500","smorf16382","chr02_1.22",726,33,0,0.1364,45425,45526,44915,45641,2,2,0.125
"2501","smorf163923","chr12_1.528",176,37,0,0.6307,990446,990559,990437,990613,12,12,0.625
"2502","smorf163932","chr12_1.529",701,26,0,0.1113,992849,992929,992729,993430,12,12,0.125
"2503","smorf163981","chr12_1.538",312,46,0,0.4423,1014257,1014397,1014175,1014487,12,12,0.425
"2504","smorf1640","chr01_1.111",878,26,0,0.0888,227474,227554,226854,227732,1,1,0.075
"2505","smorf164029","chr12_1.545",959,42,0,0.1314,1028237,1028365,1027890,1028849,12,12,0.125
"2506","smorf164031","chr12_1.545",959,32,0,0.1001,1028465,1028563,1027890,1028849,12,12,0.125
"2507","smorf164051","chr12_1.548",328,55,0,0.503,1035776,1035943,1035761,1036089,12,12,0.525
"2508","smorf164076","chr12_1.549",517,30,0,0.1741,1039022,1039114,1038750,1039267,12,12,0.175
"2509","smorf164096","chr12_1.551",1011,37,0,0.1098,1043333,1043446,1042984,1043995,12,12,0.125
"2510","smorf164098","chr12_1.551",1011,43,1,0.1276,1043585,1043716,1042984,1043995,12,12,0.125
"2511","smorf164123","chr12_1.558",1238,45,1,0.109,1058717,1058854,1058516,1059754,12,12,0.125
"2512","smorf164134","chr12_1.559",2031,32,0,0.0473,1062437,1062535,1060885,1062916,12,12,0.025
"2513","smorf164241","chr12_1.2",566,29,0,0.1537,16242,16331,16072,16638,12,12,0.175
"2514","smorf164248","chr12_1.3",342,42,0,0.3684,17781,17909,17613,17955,12,12,0.375
"2515","smorf164256","chr12_1.4",1430,29,0,0.0608,20583,20672,19707,21137,12,12,0.075
"2516","smorf164268","chr12_1.6",588,39,0,0.199,23361,23480,22980,23568,12,12,0.175
"2517","smorf164284","chr12_1.9",1803,44,1,0.0732,28566,28700,28305,30108,12,12,0.075
"2518","smorf164285","chr12_1.9",1803,50,0,0.0832,28884,29036,28305,30108,12,12,0.075
"2519","smorf164286","chr12_1.9",1803,29,0,0.0483,29088,29177,28305,30108,12,12,0.025
"2520","smorf164296","chr12_1.10",1189,40,0,0.1009,32157,32279,31704,32893,12,12,0.125
"2521","smorf164337","chr12_1.14",251,52,0,0.6215,40437,40595,40413,40664,12,12,0.625
"2522","smorf164374","chr12_1.18",1275,33,0,0.0776,49347,49448,48661,49936,12,12,0.075
"2523","smorf164489","chr12_1.31",763,61,1,0.2398,80802,80987,80696,81459,12,12,0.225
"2524","smorf164490","chr12_1.31",763,54,0,0.2123,81276,81440,80696,81459,12,12,0.225
"2525","smorf164501","chr12_1.32",1093,62,0,0.1702,84183,84371,83709,84802,12,12,0.175
"2526","smorf164603","chr12_1.44",776,56,1,0.2165,107994,108164,107898,108674,12,12,0.225
"2527","smorf164607","chr12_1.45",929,40,0,0.1292,109635,109757,108971,109900,12,12,0.125
"2528","smorf164608","chr12_1.45",929,39,0,0.1259,109761,109880,108971,109900,12,12,0.125
"2529","smorf164648","chr12_1.51",819,45,0,0.1648,124752,124889,124713,125532,12,12,0.175
"2530","smorf164693","chr12_1.60",526,28,0,0.1597,140877,140963,140545,141071,12,12,0.175
"2531","smorf164695","chr12_1.61",277,33,1,0.3574,142995,143096,142922,143199,12,12,0.375
"2532","smorf164704","chr12_1.62",249,51,0,0.6145,146052,146207,146040,146289,12,12,0.625
"2533","smorf164708","chr12_1.63",288,40,0,0.4167,147657,147779,147600,147888,12,12,0.425
"2534","smorf164709","chr12_1.63",288,27,0,0.2812,147789,147872,147600,147888,12,12,0.275
"2535","smorf164723","chr12_1.65",365,33,0,0.2712,154077,154178,153976,154341,12,12,0.275
"2536","smorf164749","chr12_1.68",543,58,0,0.3204,159741,159917,159504,160047,12,12,0.325
"2537","smorf164788","chr12_1.78",1057,35,0,0.0993,170379,170486,170280,171337,12,12,0.075
"2538","smorf164893","chr12_1.90",1170,41,0,0.1051,193659,193784,193282,194452,12,12,0.125
"2539","smorf164897","chr12_1.90",1170,35,1,0.0897,194223,194330,193282,194452,12,12,0.075
"2540","smorf165026","chr12_1.108",1861,55,0,0.0887,223284,223451,223060,224921,12,12,0.075
"2541","smorf165027","chr12_1.108",1861,29,0,0.0467,223467,223556,223060,224921,12,12,0.025
"2542","smorf165034","chr12_1.109",253,40,0,0.4743,225192,225314,225173,225426,12,12,0.475
"2543","smorf165069","chr12_1.115",955,45,0,0.1414,234150,234287,234082,235037,12,12,0.125
"2544","smorf165071","chr12_1.115",955,36,0,0.1131,234591,234701,234082,235037,12,12,0.125
"2545","smorf165093","chr12_1.118",824,33,0,0.1201,242052,242153,241408,242232,12,12,0.125
"2546","smorf165155","chr12_1.127",347,32,0,0.2767,255105,255203,254959,255306,12,12,0.275
"2547","smorf165183","chr12_1.131",427,38,0,0.267,262980,263096,262767,263194,12,12,0.275
"2548","smorf165261","chr12_1.143",334,29,0,0.2605,281802,281891,281622,281956,12,12,0.275
"2549","smorf165264","chr12_1.144",470,29,1,0.1851,282828,282917,282457,282927,12,12,0.175
"2550","smorf165330","chr12_1.153",421,39,0,0.2779,300423,300542,300252,300673,12,12,0.275
"2551","smorf165405","chr12_1.158",685,48,0,0.2102,320496,320642,320016,320701,12,12,0.225
"2552","smorf165486","chr12_1.166",261,26,1,0.2989,337323,337403,337266,337527,12,12,0.275
"2553","smorf165500","chr12_1.168",396,29,0,0.2197,340974,341063,340929,341325,12,12,0.225
"2554","smorf165522","chr12_1.172",643,38,0,0.1773,346257,346373,345942,346585,12,12,0.175
"2555","smorf165607","chr12_1.182",292,33,0,0.339,370194,370295,370099,370391,12,12,0.325
"2557","smorf165683","chr12_1.196",683,59,0,0.2592,390696,390875,390271,390954,12,12,0.275
"2558","smorf165690","chr12_1.198",1539,39,0,0.076,392112,392231,391945,393484,12,12,0.075
"2560","smorf16586","chr02_1.448",920,50,0,0.163,810034,810186,809413,810333,2,2,0.175
"2561","smorf16589","chr02_1.447",1494,41,0,0.0823,808351,808476,807099,808593,2,2,0.075
"2562","smorf16590","chr02_1.447",1494,58,0,0.1165,808114,808290,807099,808593,2,2,0.125
"2563","smorf165903","chr12_1.228",835,74,0,0.2659,444738,444962,444689,445524,12,12,0.275
"2564","smorf165904","chr12_1.228",835,33,1,0.1186,445032,445133,444689,445524,12,12,0.125
"2565","smorf16601","chr02_1.445",559,34,0,0.1825,804697,804801,804469,805028,2,2,0.175
"2566","smorf166056","chr12_1.247",476,36,0,0.2269,490056,490166,489930,490406,12,12,0.225
"2567","smorf166062","chr12_1.248",1272,53,0,0.125,491316,491477,490595,491867,12,12,0.125
"2568","smorf166064","chr12_1.248",1272,35,0,0.0825,491715,491822,490595,491867,12,12,0.075
"2569","smorf166093","chr12_1.252",902,42,1,0.1397,498063,498191,498046,498948,12,12,0.125
"2570","smorf166140","chr12_1.260",821,30,0,0.1096,510681,510773,510234,511055,12,12,0.125
"2571","smorf16616","chr02_1.444",701,27,1,0.1155,802285,802368,801923,802624,2,2,0.125
"2572","smorf16617","chr02_1.444",701,36,0,0.1541,802135,802245,801923,802624,2,2,0.175
"2573","smorf1662","chr01_1.2",4528,27,0,0.0179,2736,2819,2707,7235,1,1,0.025
"2574","smorf166245","chr12_1.275",359,39,0,0.3259,538635,538754,538434,538793,12,12,0.325
"2575","smorf16625","chr02_1.442",1600,59,0,0.1106,799636,799815,798516,800116,2,2,0.125
"2576","smorf166268","chr12_1.279",663,27,0,0.1222,543651,543734,543306,543969,12,12,0.125
"2577","smorf16628","chr02_1.442",1600,45,0,0.0844,799015,799152,798516,800116,2,2,0.075
"2578","smorf166304","chr12_1.287",900,27,0,0.09,553770,553853,553679,554579,12,12,0.075
"2579","smorf166305","chr12_1.287",900,40,0,0.1333,553866,553988,553679,554579,12,12,0.125
"2580","smorf166306","chr12_1.287",900,31,0,0.1033,554022,554117,553679,554579,12,12,0.125
"2581","smorf166351","chr12_1.292",401,53,0,0.3965,563541,563702,563392,563793,12,12,0.375
"2582","smorf166354","chr12_1.293",328,40,0,0.3659,564693,564815,564533,564861,12,12,0.375
"2583","smorf166389","chr12_1.302",293,47,1,0.4812,579042,579185,579026,579319,12,12,0.475
"2584","smorf166519","chr12_1.318",247,46,1,0.5587,607227,607367,607179,607426,12,12,0.575
"2585","smorf16663","chr02_1.437",1931,34,1,0.0528,786307,786411,785069,787000,2,2,0.075
"2586","smorf16664","chr02_1.437",1931,26,0,0.0404,786178,786258,785069,787000,2,2,0.025
"2587","smorf166642","chr12_1.339",461,42,0,0.2733,646113,646241,645955,646416,12,12,0.275
"2588","smorf1667","chr01_1.2",4528,32,0,0.0212,3753,3851,2707,7235,1,1,0.025
"2589","smorf166725","chr12_1.347",841,36,0,0.1284,665070,665180,665004,665845,12,12,0.125
"2591","smorf166835","chr12_1.363",525,35,0,0.2,691386,691493,691031,691556,12,12,0.175
"2592","smorf166862","chr12_1.367",503,28,0,0.167,699516,699602,699497,700000,12,12,0.175
"2593","smorf166893","chr12_1.374",854,33,0,0.1159,710763,710864,710138,710992,12,12,0.125
"2595","smorf166936","chr12_1.380",326,42,0,0.3865,719544,719672,719464,719790,12,12,0.375
"2596","smorf1671","chr01_1.2",4528,30,0,0.0199,4956,5048,2707,7235,1,1,0.025
"2598","smorf167161","chr12_1.413",262,37,0,0.4237,779022,779135,778952,779214,12,12,0.425
"2599","smorf167178","chr12_1.415",794,42,1,0.1587,781821,781949,781379,782173,12,12,0.175
"2600","smorf16720","chr02_1.428",823,27,0,0.0984,771001,771084,770411,771234,2,2,0.075
"2601","smorf167206","chr12_1.420",330,50,0,0.4545,787419,787571,787333,787663,12,12,0.475
"2602","smorf16721","chr02_1.428",823,32,0,0.1166,770698,770796,770411,771234,2,2,0.125
"2603","smorf167227","chr12_1.421",989,47,0,0.1426,789870,790013,789679,790668,12,12,0.125
"2604","smorf167289","chr12_1.436",1178,26,0,0.0662,809280,809360,808818,809996,12,12,0.075
"2606","smorf167342","chr12_1.446",702,32,0,0.1368,828546,828644,828026,828728,12,12,0.125
"2607","smorf167347","chr12_1.448",751,60,0,0.2397,830481,830663,830363,831114,12,12,0.225
"2608","smorf167391","chr12_1.458",475,42,0,0.2653,852204,852332,852018,852493,12,12,0.275
"2609","smorf167400","chr12_1.461",807,37,0,0.1375,854700,854813,854390,855197,12,12,0.125
"2610","smorf167401","chr12_1.461",807,48,0,0.1784,854814,854960,854390,855197,12,12,0.175
"2611","smorf167422","chr12_1.466",459,28,0,0.183,862401,862487,862253,862712,12,12,0.175
"2614","smorf167478","chr12_1.474",986,38,0,0.1156,878124,878240,877295,878281,12,12,0.125
"2615","smorf167495","chr12_1.477",536,28,0,0.1567,885000,885086,884751,885287,12,12,0.175
"2616","smorf1675","chr01_1.2",4528,28,0,0.0186,5514,5600,2707,7235,1,1,0.025
"2617","smorf167545","chr12_1.485",405,37,0,0.2741,902775,902888,902660,903065,12,12,0.275
"2618","smorf167561","chr12_1.490",330,47,1,0.4273,909450,909593,909398,909728,12,12,0.425
"2619","smorf167637","chr12_1.501",450,41,0,0.2733,931866,931991,931754,932204,12,12,0.275
"2620","smorf167678","chr12_1.508",389,29,0,0.2237,948216,948305,947976,948365,12,12,0.225
"2621","smorf167679","chr12_1.509",1073,44,0,0.123,949311,949445,949190,950263,12,12,0.125
"2622","smorf167733","chr12_1.519",210,51,0,0.7286,964878,965033,964876,965086,12,12,0.725
"2623","smorf167817","chr12_1.526",244,29,0,0.3566,986889,986978,986814,987058,12,12,0.375
"2624","smorf167819","chr12_1.527",314,45,1,0.4299,988143,988280,988110,988424,12,12,0.425
"2625","smorf167824","chr12_1.529",701,50,1,0.214,993105,993257,992729,993430,12,12,0.225
"2626","smorf167958","chr12_1.542",373,32,1,0.2574,1022307,1022405,1022248,1022621,12,12,0.275
"2627","smorf167959","chr12_1.542",373,58,1,0.4665,1022445,1022621,1022248,1022621,12,12,0.475
"2628","smorf167970","chr12_1.545",959,36,0,0.1126,1028145,1028255,1027890,1028849,12,12,0.125
"2629","smorf168004","chr12_1.551",1011,28,0,0.0831,1043058,1043144,1042984,1043995,12,12,0.075
"2630","smorf16802","chr02_1.411",212,30,1,0.4245,738418,738510,738364,738576,2,2,0.425
"2631","smorf168079","chr12_1.558",1238,33,0,0.08,1058568,1058669,1058516,1059754,12,12,0.075
"2632","smorf168084","chr12_1.558",1238,33,0,0.08,1059576,1059677,1058516,1059754,12,12,0.075
"2633","smorf168093","chr12_1.559",2031,48,0,0.0709,1061262,1061408,1060885,1062916,12,12,0.075
"2634","smorf168184","chr12_1.558",1238,71,0,0.1721,1059306,1059521,1058516,1059754,12,12,0.175
"2635","smorf168186","chr12_1.558",1238,59,0,0.143,1058724,1058903,1058516,1059754,12,12,0.125
"2636","smorf168191","chr12_1.557",498,68,0,0.4096,1057026,1057232,1056833,1057331,12,12,0.425
"2637","smorf168192","chr12_1.557",498,26,0,0.1566,1056933,1057013,1056833,1057331,12,12,0.175
"2638","smorf168241","chr12_1.551",1011,30,0,0.089,1043622,1043714,1042984,1043995,12,12,0.075
"2639","smorf168291","chr12_1.545",959,31,1,0.097,1028328,1028423,1027890,1028849,12,12,0.075
"2640","smorf168303","chr12_1.544",340,26,1,0.2294,1026747,1026827,1026512,1026852,12,12,0.225
"2641","smorf16835","chr02_1.403",782,26,0,0.0997,728320,728400,728097,728879,2,2,0.075
"2642","smorf16838","chr02_1.402",311,49,1,0.4727,727141,727290,727069,727380,2,2,0.475
"2643","smorf168386","chr12_1.531",853,34,0,0.1196,1002348,1002452,1001700,1002553,12,12,0.125
"2644","smorf168389","chr12_1.531",853,37,1,0.1301,1001937,1002050,1001700,1002553,12,12,0.125
"2645","smorf16868","chr02_1.396",785,35,0,0.1338,721105,721212,720599,721384,2,2,0.125
